date,sku_id,actual_sales,baseline_forecast,ml_forecast,lower_bound,upper_bound,ml_lower_bound,ml_upper_bound,std_error
2025-05-11,SKU_001,6.0,5.0,,,,,,0.0
2025-05-18,SKU_001,3.0,1.0,,,,,,0.0
2025-05-25,SKU_001,1.0,4.0,,,,,,0.0
2025-06-01,SKU_001,4.0,3.0,,,,,,0.0
2025-06-08,SKU_001,1.0,4.0,,,,,,0.0
2025-06-15,SKU_001,3.0,6.0,,,,,,0.0
2025-06-22,SKU_001,6.0,4.0,,,,,,0.0
2025-06-29,SKU_001,3.0,4.0,,,,,,0.0
2025-07-06,SKU_001,6.0,3.0,,,,,,0.0
2025-07-13,SKU_001,7.0,2.0,,,,,,0.0
2025-07-20,SKU_001,3.0,4.0,,,,,,0.0
2025-07-27,SKU_001,4.0,3.0,,,,,,0.0
2025-08-03,SKU_001,4.0,2.0,,,,,,0.0
2025-08-10,SKU_001,3.0,3.0,,,,,,0.0
2025-08-17,SKU_001,7.0,5.0,,,,,,0.0
2025-08-24,SKU_001,4.0,6.0,,,,,,0.0
2025-08-31,SKU_001,2.0,4.0,,,,,,0.0
2025-09-07,SKU_001,4.0,3.0,,,,,,0.0
2025-09-14,SKU_001,7.0,6.0,,,,,,0.0
2025-09-21,SKU_001,6.0,3.0,,,,,,0.0
2025-09-28,SKU_001,6.0,3.0,,,,,,0.0
2025-10-05,SKU_001,3.0,10.0,,,,,,0.0
2025-10-12,SKU_001,12.0,7.0,,,,,,0.0
2025-10-19,SKU_001,6.0,8.0,,,,,,0.0
2025-10-26,SKU_001,6.0,7.0,,,,,,0.0
2025-11-02,SKU_001,6.0,11.0,,,,,,0.0
2025-11-09,SKU_001,11.0,8.0,,,,,,0.0
2025-11-16,SKU_001,3.0,9.0,,,,,,0.0
2025-11-23,SKU_001,10.0,6.0,9.64,8.526248530422038,10.753751469577963,8.526248530422038,10.753751469577963,0.8701183356077835
2025-11-30,SKU_001,11.0,4.0,11.16,10.046248530422037,12.273751469577963,10.046248530422037,12.273751469577963,0.8701183356077835
2025-12-07,SKU_001,6.0,9.0,3.69,2.5762485304220375,4.803751469577962,2.5762485304220375,4.803751469577962,0.8701183356077832
2025-12-14,SKU_001,7.0,5.0,6.3,5.186248530422038,7.413751469577962,5.186248530422038,7.413751469577962,0.8701183356077828
2025-12-21,SKU_001,2.0,3.0,3.29,2.1762485304220376,4.403751469577962,2.1762485304220376,4.403751469577962,0.8701183356077828
2025-12-28,SKU_001,7.0,5.0,9.85,8.736248530422037,10.963751469577963,8.736248530422037,10.963751469577963,0.8701183356077835
2026-01-11,SKU_001,,3.0,1.22,0.10624853042203752,2.3337514695779626,0.10624853042203752,2.3337514695779626,0.8701183356077833
2026-01-18,SKU_001,,8.0,1.24,0.0,2.81508243339012,0.0,2.81508243339012,1.2305331510860313
2026-01-25,SKU_001,,7.0,1.01,0.0,2.9390741323135336,0.0,2.9390741323135336,1.5070891658699481
2026-02-01,SKU_001,,5.0,0.94,0.0,3.167502939155925,0.0,3.167502939155925,1.7402366712155664
2026-02-08,SKU_001,,3.0,0.99,0.0,3.4804239960166132,0.0,3.4804239960166132,1.9456437468879788
2026-02-15,SKU_001,,4.0,0.95,0.0,3.6781228007409092,0.0,3.6781228007409092,2.131345938078835
2024-01-07,SKU_002,4.0,0.0,,,,,,0.0
2024-01-14,SKU_002,7.0,0.0,,,,,,0.0
2024-01-21,SKU_002,3.0,0.0,,,,,,0.0
2024-01-28,SKU_002,8.0,0.0,,,,,,0.0
2024-02-04,SKU_002,5.0,0.0,,,,,,0.0
2024-02-11,SKU_002,3.0,0.0,,,,,,0.0
2024-02-18,SKU_002,4.0,0.0,,,,,,0.0
2024-02-25,SKU_002,6.0,0.0,,,,,,0.0
2024-03-03,SKU_002,2.0,0.0,,,,,,0.0
2024-03-10,SKU_002,2.0,0.0,,,,,,0.0
2024-03-17,SKU_002,3.0,0.0,,,,,,0.0
2024-03-24,SKU_002,5.0,0.0,,,,,,0.0
2024-03-31,SKU_002,5.0,0.0,,,,,,0.0
2024-04-07,SKU_002,6.0,0.0,,,,,,0.0
2024-04-14,SKU_002,5.0,0.0,,,,,,0.0
2024-04-21,SKU_002,3.0,0.0,,,,,,0.0
2024-04-28,SKU_002,3.0,0.0,,,,,,0.0
2024-05-05,SKU_002,4.0,0.0,,,,,,0.0
2024-05-12,SKU_002,8.0,0.0,,,,,,0.0
2024-05-19,SKU_002,10.0,0.0,,,,,,0.0
2024-05-26,SKU_002,5.0,0.0,,,,,,0.0
2024-06-02,SKU_002,6.0,0.0,,,,,,0.0
2024-06-09,SKU_002,7.0,0.0,,,,,,0.0
2024-06-16,SKU_002,6.0,0.0,,,,,,0.0
2024-06-23,SKU_002,5.0,0.0,,,,,,0.0
2024-06-30,SKU_002,2.0,0.0,,,,,,0.0
2024-07-07,SKU_002,6.0,0.0,,,,,,0.0
2024-07-14,SKU_002,2.0,0.0,,,,,,0.0
2024-07-21,SKU_002,3.0,0.0,,,,,,0.0
2024-07-28,SKU_002,2.0,0.0,,,,,,0.0
2024-08-04,SKU_002,4.0,0.0,,,,,,0.0
2024-08-11,SKU_002,2.0,0.0,,,,,,0.0
2024-08-18,SKU_002,2.0,0.0,,,,,,0.0
2024-08-25,SKU_002,8.0,0.0,,,,,,0.0
2024-09-01,SKU_002,4.0,0.0,,,,,,0.0
2024-09-08,SKU_002,4.0,0.0,,,,,,0.0
2024-09-15,SKU_002,4.0,0.0,,,,,,0.0
2024-09-22,SKU_002,6.0,0.0,,,,,,0.0
2024-09-29,SKU_002,4.0,0.0,,,,,,0.0
2024-10-06,SKU_002,4.0,0.0,,,,,,0.0
2024-10-13,SKU_002,3.0,0.0,,,,,,0.0
2024-10-20,SKU_002,8.0,0.0,,,,,,0.0
2024-10-27,SKU_002,5.0,0.0,,,,,,0.0
2024-11-03,SKU_002,12.0,0.0,,,,,,0.0
2024-11-10,SKU_002,5.0,0.0,,,,,,0.0
2024-11-17,SKU_002,4.0,0.0,,,,,,0.0
2024-11-24,SKU_002,6.0,0.0,,,,,,0.0
2024-12-01,SKU_002,5.0,0.0,,,,,,0.0
2024-12-08,SKU_002,4.0,0.0,,,,,,0.0
2024-12-15,SKU_002,6.0,0.0,,,,,,0.0
2024-12-22,SKU_002,6.0,0.0,,,,,,0.0
2024-12-29,SKU_002,7.0,0.0,,,,,,0.0
2025-01-05,SKU_002,6.0,4.0,,,,,,0.0
2025-01-12,SKU_002,4.0,7.0,,,,,,0.0
2025-01-19,SKU_002,6.0,3.0,,,,,,0.0
2025-01-26,SKU_002,4.0,8.0,,,,,,0.0
2025-02-02,SKU_002,2.0,5.0,,,,,,0.0
2025-02-09,SKU_002,5.0,3.0,,,,,,0.0
2025-02-16,SKU_002,6.0,4.0,,,,,,0.0
2025-02-23,SKU_002,5.0,6.0,,,,,,0.0
2025-03-02,SKU_002,3.0,2.0,,,,,,0.0
2025-03-09,SKU_002,4.0,2.0,,,,,,0.0
2025-03-16,SKU_002,4.0,3.0,,,,,,0.0
2025-03-23,SKU_002,4.0,5.0,,,,,,0.0
2025-03-30,SKU_002,3.0,5.0,,,,,,0.0
2025-04-06,SKU_002,3.0,6.0,,,,,,0.0
2025-04-13,SKU_002,5.0,5.0,,,,,,0.0
2025-04-20,SKU_002,3.0,3.0,,,,,,0.0
2025-04-27,SKU_002,2.0,3.0,,,,,,0.0
2025-05-04,SKU_002,3.0,4.0,,,,,,0.0
2025-05-11,SKU_002,3.0,8.0,,,,,,0.0
2025-05-18,SKU_002,3.0,10.0,,,,,,0.0
2025-05-25,SKU_002,4.0,5.0,,,,,,0.0
2025-06-01,SKU_002,6.0,6.0,,,,,,0.0
2025-06-08,SKU_002,3.0,7.0,,,,,,0.0
2025-06-15,SKU_002,1.0,6.0,,,,,,0.0
2025-06-22,SKU_002,4.0,5.0,,,,,,0.0
2025-06-29,SKU_002,1.0,2.0,,,,,,0.0
2025-07-06,SKU_002,6.0,6.0,,,,,,0.0
2025-07-13,SKU_002,6.0,2.0,,,,,,0.0
2025-07-20,SKU_002,3.0,3.0,,,,,,0.0
2025-07-27,SKU_002,5.0,2.0,,,,,,0.0
2025-08-03,SKU_002,7.0,4.0,,,,,,0.0
2025-08-10,SKU_002,8.0,2.0,,,,,,0.0
2025-08-17,SKU_002,5.0,2.0,,,,,,0.0
2025-08-24,SKU_002,1.0,8.0,,,,,,0.0
2025-08-31,SKU_002,5.0,4.0,,,,,,0.0
2025-09-07,SKU_002,5.0,4.0,,,,,,0.0
2025-09-14,SKU_002,3.0,4.0,,,,,,0.0
2025-09-21,SKU_002,3.0,6.0,,,,,,0.0
2025-09-28,SKU_002,2.0,4.0,,,,,,0.0
2025-10-05,SKU_002,1.0,4.0,,,,,,0.0
2025-10-12,SKU_002,5.0,3.0,,,,,,0.0
2025-10-19,SKU_002,7.0,8.0,,,,,,0.0
2025-10-26,SKU_002,3.0,5.0,,,,,,0.0
2025-11-02,SKU_002,4.0,12.0,,,,,,0.0
2025-11-09,SKU_002,2.0,5.0,,,,,,0.0
2025-11-16,SKU_002,8.0,4.0,,,,,,0.0
2025-11-23,SKU_002,5.0,6.0,5.69,4.576248530422038,6.803751469577962,4.576248530422038,6.803751469577962,0.8701183356077828
2025-11-30,SKU_002,6.0,5.0,6.22,5.106248530422038,7.333751469577962,5.106248530422038,7.333751469577962,0.8701183356077828
2025-12-07,SKU_002,6.0,4.0,6.27,5.156248530422037,7.3837514695779625,5.156248530422037,7.3837514695779625,0.8701183356077835
2025-12-14,SKU_002,6.0,6.0,6.5,5.386248530422037,7.613751469577963,5.386248530422037,7.613751469577963,0.8701183356077835
2025-12-21,SKU_002,7.0,6.0,6.67,5.556248530422037,7.783751469577963,5.556248530422037,7.783751469577963,0.8701183356077835
2025-12-28,SKU_002,7.0,7.0,5.74,4.626248530422037,6.853751469577963,4.626248530422037,6.853751469577963,0.8701183356077835
2026-01-11,SKU_002,,4.0,0.73,0.0,1.8437514695779624,0.0,1.8437514695779624,0.8701183356077832
2026-01-18,SKU_002,,6.0,1.18,0.0,2.75508243339012,0.0,2.75508243339012,1.2305331510860313
2026-01-25,SKU_002,,4.0,1.2,0.0,3.1290741323135336,0.0,3.1290741323135336,1.5070891658699481
2026-02-01,SKU_002,,2.0,1.14,0.0,3.3675029391559246,0.0,3.3675029391559246,1.7402366712155664
2026-02-08,SKU_002,,5.0,1.16,0.0,3.650423996016613,0.0,3.650423996016613,1.9456437468879788
2026-02-15,SKU_002,,6.0,1.54,0.0,4.26812280074091,0.0,4.26812280074091,2.131345938078836
2024-01-07,SKU_003,11.0,0.0,,,,,,0.0
2024-01-14,SKU_003,11.0,0.0,,,,,,0.0
2024-01-21,SKU_003,15.0,0.0,,,,,,0.0
2024-01-28,SKU_003,10.0,0.0,,,,,,0.0
2024-02-04,SKU_003,13.0,0.0,,,,,,0.0
2024-02-11,SKU_003,14.0,0.0,,,,,,0.0
2024-02-18,SKU_003,7.0,0.0,,,,,,0.0
2024-02-25,SKU_003,15.0,0.0,,,,,,0.0
2024-03-03,SKU_003,15.0,0.0,,,,,,0.0
2024-03-10,SKU_003,13.0,0.0,,,,,,0.0
2024-03-17,SKU_003,8.0,0.0,,,,,,0.0
2024-03-24,SKU_003,19.0,0.0,,,,,,0.0
2024-03-31,SKU_003,19.0,0.0,,,,,,0.0
2024-04-07,SKU_003,10.0,0.0,,,,,,0.0
2024-04-14,SKU_003,10.0,0.0,,,,,,0.0
2024-04-21,SKU_003,12.0,0.0,,,,,,0.0
2024-04-28,SKU_003,10.0,0.0,,,,,,0.0
2024-05-05,SKU_003,11.0,0.0,,,,,,0.0
2024-05-12,SKU_003,11.0,0.0,,,,,,0.0
2024-05-19,SKU_003,15.0,0.0,,,,,,0.0
2024-05-26,SKU_003,13.0,0.0,,,,,,0.0
2024-06-02,SKU_003,10.0,0.0,,,,,,0.0
2024-06-09,SKU_003,15.0,0.0,,,,,,0.0
2024-06-16,SKU_003,11.0,0.0,,,,,,0.0
2024-06-23,SKU_003,10.0,0.0,,,,,,0.0
2024-06-30,SKU_003,18.0,0.0,,,,,,0.0
2024-07-07,SKU_003,16.0,0.0,,,,,,0.0
2024-07-14,SKU_003,19.0,0.0,,,,,,0.0
2024-07-21,SKU_003,12.0,0.0,,,,,,0.0
2024-07-28,SKU_003,20.0,0.0,,,,,,0.0
2024-08-04,SKU_003,15.0,0.0,,,,,,0.0
2024-08-11,SKU_003,10.0,0.0,,,,,,0.0
2024-08-18,SKU_003,14.0,0.0,,,,,,0.0
2024-08-25,SKU_003,12.0,0.0,,,,,,0.0
2024-09-01,SKU_003,11.0,0.0,,,,,,0.0
2024-09-08,SKU_003,12.0,0.0,,,,,,0.0
2024-09-15,SKU_003,13.0,0.0,,,,,,0.0
2024-09-22,SKU_003,10.0,0.0,,,,,,0.0
2024-09-29,SKU_003,12.0,0.0,,,,,,0.0
2024-10-06,SKU_003,20.0,0.0,,,,,,0.0
2024-10-13,SKU_003,9.0,0.0,,,,,,0.0
2024-10-20,SKU_003,19.0,0.0,,,,,,0.0
2024-10-27,SKU_003,18.0,0.0,,,,,,0.0
2024-11-03,SKU_003,22.0,0.0,,,,,,0.0
2024-11-10,SKU_003,21.0,0.0,,,,,,0.0
2024-11-17,SKU_003,15.0,0.0,,,,,,0.0
2024-11-24,SKU_003,18.0,0.0,,,,,,0.0
2024-12-01,SKU_003,20.0,0.0,,,,,,0.0
2024-12-08,SKU_003,12.0,0.0,,,,,,0.0
2024-12-15,SKU_003,15.0,0.0,,,,,,0.0
2024-12-22,SKU_003,19.0,0.0,,,,,,0.0
2024-12-29,SKU_003,19.0,0.0,,,,,,0.0
2025-01-05,SKU_003,11.0,11.0,,,,,,0.0
2025-01-12,SKU_003,15.0,11.0,,,,,,0.0
2025-01-19,SKU_003,14.0,15.0,,,,,,0.0
2025-01-26,SKU_003,14.0,10.0,,,,,,0.0
2025-02-02,SKU_003,11.0,13.0,,,,,,0.0
2025-02-09,SKU_003,16.0,14.0,,,,,,0.0
2025-02-16,SKU_003,7.0,7.0,,,,,,0.0
2025-02-23,SKU_003,16.0,15.0,,,,,,0.0
2025-03-02,SKU_003,15.0,15.0,,,,,,0.0
2025-03-09,SKU_003,14.0,13.0,,,,,,0.0
2025-03-16,SKU_003,13.0,8.0,,,,,,0.0
2025-03-23,SKU_003,13.0,19.0,,,,,,0.0
2025-03-30,SKU_003,10.0,19.0,,,,,,0.0
2025-04-06,SKU_003,13.0,10.0,,,,,,0.0
2025-04-13,SKU_003,11.0,10.0,,,,,,0.0
2025-04-20,SKU_003,14.0,12.0,,,,,,0.0
2025-04-27,SKU_003,9.0,10.0,,,,,,0.0
2025-05-04,SKU_003,17.0,11.0,,,,,,0.0
2025-05-11,SKU_003,12.0,11.0,,,,,,0.0
2025-05-18,SKU_003,10.0,15.0,,,,,,0.0
2025-05-25,SKU_003,13.0,13.0,,,,,,0.0
2025-06-01,SKU_003,14.0,10.0,,,,,,0.0
2025-06-08,SKU_003,14.0,15.0,,,,,,0.0
2025-06-15,SKU_003,14.0,11.0,,,,,,0.0
2025-06-22,SKU_003,15.0,10.0,,,,,,0.0
2025-06-29,SKU_003,11.0,18.0,,,,,,0.0
2025-07-06,SKU_003,13.0,16.0,,,,,,0.0
2025-07-13,SKU_003,11.0,19.0,,,,,,0.0
2025-07-20,SKU_003,11.0,12.0,,,,,,0.0
2025-07-27,SKU_003,15.0,20.0,,,,,,0.0
2025-08-03,SKU_003,8.0,15.0,,,,,,0.0
2025-08-10,SKU_003,12.0,10.0,,,,,,0.0
2025-08-17,SKU_003,10.0,14.0,,,,,,0.0
2025-08-24,SKU_003,16.0,12.0,,,,,,0.0
2025-08-31,SKU_003,15.0,11.0,,,,,,0.0
2025-09-07,SKU_003,13.0,12.0,,,,,,0.0
2025-09-14,SKU_003,13.0,13.0,,,,,,0.0
2025-09-21,SKU_003,17.0,10.0,,,,,,0.0
2025-09-28,SKU_003,10.0,12.0,,,,,,0.0
2025-10-05,SKU_003,13.0,20.0,,,,,,0.0
2025-10-12,SKU_003,16.0,9.0,,,,,,0.0
2025-10-19,SKU_003,16.0,19.0,,,,,,0.0
2025-10-26,SKU_003,14.0,18.0,,,,,,0.0
2025-11-02,SKU_003,14.0,22.0,,,,,,0.0
2025-11-09,SKU_003,13.0,21.0,,,,,,0.0
2025-11-16,SKU_003,13.0,15.0,,,,,,0.0
2025-11-23,SKU_003,18.0,18.0,18.61,17.496248530422037,19.723751469577962,17.496248530422037,19.723751469577962,0.8701183356077835
2025-11-30,SKU_003,9.0,20.0,8.67,7.556248530422037,9.783751469577963,7.556248530422037,9.783751469577963,0.8701183356077835
2025-12-07,SKU_003,15.0,12.0,19.27,18.156248530422037,20.383751469577962,18.156248530422037,20.383751469577962,0.8701183356077835
2025-12-14,SKU_003,20.0,15.0,19.65,18.536248530422036,20.76375146957796,18.536248530422036,20.76375146957796,0.8701183356077835
2025-12-21,SKU_003,8.0,19.0,11.27,10.156248530422037,12.383751469577962,10.156248530422037,12.383751469577962,0.8701183356077835
2025-12-28,SKU_003,18.0,19.0,18.0,16.886248530422037,19.113751469577963,16.886248530422037,19.113751469577963,0.8701183356077835
2026-01-11,SKU_003,,15.0,3.71,2.5962485304220375,4.823751469577962,2.5962485304220375,4.823751469577962,0.8701183356077828
2026-01-18,SKU_003,,14.0,3.78,2.20491756660988,5.35508243339012,2.20491756660988,5.35508243339012,1.2305331510860311
2026-01-25,SKU_003,,14.0,3.76,1.8309258676864661,5.689074132313533,1.8309258676864661,5.689074132313533,1.507089165869948
2026-02-01,SKU_003,,11.0,3.75,1.522497060844075,5.977502939155925,1.522497060844075,5.977502939155925,1.7402366712155664
2026-02-08,SKU_003,,16.0,3.9,1.409576003983387,6.390423996016613,1.409576003983387,6.390423996016613,1.9456437468879793
2026-02-15,SKU_003,,7.0,3.8,1.0718771992590903,6.52812280074091,1.0718771992590903,6.52812280074091,2.131345938078836
2024-01-07,SKU_004,17.0,0.0,,,,,,0.0
2024-01-14,SKU_004,9.0,0.0,,,,,,0.0
2024-01-21,SKU_004,9.0,0.0,,,,,,0.0
2024-01-28,SKU_004,13.0,0.0,,,,,,0.0
2024-02-04,SKU_004,15.0,0.0,,,,,,0.0
2024-02-11,SKU_004,12.0,0.0,,,,,,0.0
2024-02-18,SKU_004,8.0,0.0,,,,,,0.0
2024-02-25,SKU_004,8.0,0.0,,,,,,0.0
2024-03-03,SKU_004,10.0,0.0,,,,,,0.0
2024-03-10,SKU_004,14.0,0.0,,,,,,0.0
2024-03-17,SKU_004,14.0,0.0,,,,,,0.0
2024-03-24,SKU_004,10.0,0.0,,,,,,0.0
2024-03-31,SKU_004,13.0,0.0,,,,,,0.0
2024-04-07,SKU_004,11.0,0.0,,,,,,0.0
2024-04-14,SKU_004,15.0,0.0,,,,,,0.0
2024-04-21,SKU_004,11.0,0.0,,,,,,0.0
2024-04-28,SKU_004,14.0,0.0,,,,,,0.0
2024-05-05,SKU_004,13.0,0.0,,,,,,0.0
2024-05-12,SKU_004,7.0,0.0,,,,,,0.0
2024-05-19,SKU_004,19.0,0.0,,,,,,0.0
2024-05-26,SKU_004,11.0,0.0,,,,,,0.0
2024-06-02,SKU_004,16.0,0.0,,,,,,0.0
2024-06-09,SKU_004,18.0,0.0,,,,,,0.0
2024-06-16,SKU_004,12.0,0.0,,,,,,0.0
2024-06-23,SKU_004,10.0,0.0,,,,,,0.0
2024-06-30,SKU_004,14.0,0.0,,,,,,0.0
2024-07-07,SKU_004,15.0,0.0,,,,,,0.0
2024-07-14,SKU_004,7.0,0.0,,,,,,0.0
2024-07-21,SKU_004,10.0,0.0,,,,,,0.0
2024-07-28,SKU_004,14.0,0.0,,,,,,0.0
2024-08-04,SKU_004,13.0,0.0,,,,,,0.0
2024-08-11,SKU_004,14.0,0.0,,,,,,0.0
2024-08-18,SKU_004,15.0,0.0,,,,,,0.0
2024-08-25,SKU_004,12.0,0.0,,,,,,0.0
2024-09-01,SKU_004,16.0,0.0,,,,,,0.0
2024-09-08,SKU_004,14.0,0.0,,,,,,0.0
2024-09-15,SKU_004,8.0,0.0,,,,,,0.0
2024-09-22,SKU_004,9.0,0.0,,,,,,0.0
2024-09-29,SKU_004,17.0,0.0,,,,,,0.0
2024-10-06,SKU_004,20.0,0.0,,,,,,0.0
2024-10-13,SKU_004,24.0,0.0,,,,,,0.0
2024-10-20,SKU_004,17.0,0.0,,,,,,0.0
2024-10-27,SKU_004,16.0,0.0,,,,,,0.0
2024-11-03,SKU_004,30.0,0.0,,,,,,0.0
2024-11-10,SKU_004,12.0,0.0,,,,,,0.0
2024-11-17,SKU_004,20.0,0.0,,,,,,0.0
2024-11-24,SKU_004,19.0,0.0,,,,,,0.0
2024-12-01,SKU_004,21.0,0.0,,,,,,0.0
2024-12-08,SKU_004,15.0,0.0,,,,,,0.0
2024-12-15,SKU_004,14.0,0.0,,,,,,0.0
2024-12-22,SKU_004,12.0,0.0,,,,,,0.0
2024-12-29,SKU_004,16.0,0.0,,,,,,0.0
2025-01-05,SKU_004,15.0,17.0,,,,,,0.0
2025-01-12,SKU_004,11.0,9.0,,,,,,0.0
2025-01-19,SKU_004,18.0,9.0,,,,,,0.0
2025-01-26,SKU_004,8.0,13.0,,,,,,0.0
2025-02-02,SKU_004,10.0,15.0,,,,,,0.0
2025-02-09,SKU_004,4.0,12.0,,,,,,0.0
2025-02-16,SKU_004,9.0,8.0,,,,,,0.0
2025-02-23,SKU_004,15.0,8.0,,,,,,0.0
2025-03-02,SKU_004,13.0,10.0,,,,,,0.0
2025-03-09,SKU_004,12.0,14.0,,,,,,0.0
2025-03-16,SKU_004,18.0,14.0,,,,,,0.0
2025-03-23,SKU_004,18.0,10.0,,,,,,0.0
2025-03-30,SKU_004,17.0,13.0,,,,,,0.0
2025-04-06,SKU_004,13.0,11.0,,,,,,0.0
2025-04-13,SKU_004,14.0,15.0,,,,,,0.0
2025-04-20,SKU_004,6.0,11.0,,,,,,0.0
2025-04-27,SKU_004,14.0,14.0,,,,,,0.0
2025-05-04,SKU_004,13.0,13.0,,,,,,0.0
2025-05-11,SKU_004,10.0,7.0,,,,,,0.0
2025-05-18,SKU_004,8.0,19.0,,,,,,0.0
2025-05-25,SKU_004,18.0,11.0,,,,,,0.0
2025-06-01,SKU_004,16.0,16.0,,,,,,0.0
2025-06-08,SKU_004,7.0,18.0,,,,,,0.0
2025-06-15,SKU_004,9.0,12.0,,,,,,0.0
2025-06-22,SKU_004,16.0,10.0,,,,,,0.0
2025-06-29,SKU_004,15.0,14.0,,,,,,0.0
2025-07-06,SKU_004,13.0,15.0,,,,,,0.0
2025-07-13,SKU_004,9.0,7.0,,,,,,0.0
2025-07-20,SKU_004,18.0,10.0,,,,,,0.0
2025-07-27,SKU_004,14.0,14.0,,,,,,0.0
2025-08-03,SKU_004,13.0,13.0,,,,,,0.0
2025-08-10,SKU_004,10.0,14.0,,,,,,0.0
2025-08-17,SKU_004,21.0,15.0,,,,,,0.0
2025-08-24,SKU_004,13.0,12.0,,,,,,0.0
2025-08-31,SKU_004,18.0,16.0,,,,,,0.0
2025-09-07,SKU_004,13.0,14.0,,,,,,0.0
2025-09-14,SKU_004,9.0,8.0,,,,,,0.0
2025-09-21,SKU_004,13.0,9.0,,,,,,0.0
2025-09-28,SKU_004,11.0,17.0,,,,,,0.0
2025-10-05,SKU_004,19.0,20.0,,,,,,0.0
2025-10-12,SKU_004,21.0,24.0,,,,,,0.0
